Case_Number,Date_Filed,Offense_Date,Violation_List_Dispositions,Bindover Description,Bindover Date
24CR04471,8/7/24,7/29/24,"42-4-1301(1)(a) DUI-3+ PRIOR CONVICTIONS - CLASS 4 FELONY -
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE -",BOUND OVER TO DISTRICT COURT,8/14/24
24CR04609,8/7/24,7/28/24,"42-4-1301(1)(a) DUI-3+ PRIOR CONVICTIONS - CLASS 4 FELONY -
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE -",BOUND OVER TO DISTRICT COURT,8/20/24
24M04983,8/7/24,8/6/24,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE -",,
24M04986,8/7/24,8/7/24,"42-2-101(1) DRIVER'S LICENSE-DRIVING W/OUT - CLASS A TRAFFIC INFRACTION -
42-4-1301(1)(a) DUI-ALCOHOL &amp; DRUGS - UNCLASSIFIED MISDEMEANOR -
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE -
42-4-1409(2) NO INSURANCE-DRIVER - CLASS 1 TRAFFIC OFFENSE -",,
24M05019,8/8/24,8/7/24,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE -
42-4-1409(2) NO INSURANCE-DRIVER - CLASS 1 TRAFFIC OFFENSE -",,
24M05020,8/8/24,8/7/24,"42-2-101(5) DRIVER'S LICENSE-NOT IN POSSESSION - CLASS B TRAFFIC INFRACTION -
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE -
42-4-1409(2) NO INSURANCE-DRIVER - CLASS 1 TRAFFIC OFFENSE -
42-4-1602 LEAVING SCENE/ACCIDENT-DAMAGE ONLY - CLASS 2 TRAFFIC OFFENSE -",,
24M05051,8/9/24,8/8/24,"42-2-101(5) DRIVER'S LICENSE-NOT IN POSSESSION - CLASS B TRAFFIC INFRACTION -
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -
42-4-1301(2)(a) DRIVING UNDER THE INFLUENCE PER SE - UNCLASSIFIED MISDEMEANOR -
42-4-1409(2) NO INSURANCE-DRIVER - CLASS 1 TRAFFIC OFFENSE -
42-4-604(1)(c)(I) RED LIGHT-FAIL TO STOP                        - CLASS A TRAFFIC INFRACTION -",,
24M05055,8/9/24,8/9/24,"42-4-1301(1)(a) DUI-ALCOHOL &amp; DRUGS - UNCLASSIFIED MISDEMEANOR - DISMISSED 10/09/2024
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE -",,
24M05078,8/10/24,8/9/24,"18-8-103 RESISTING ARREST - CLASS 2 MISDEMEANOR -
42-2-101(1) DRIVER'S LICENSE-DRIVING W/OUT - CLASS A TRAFFIC INFRACTION -
42-3-114 EXPIRED LIC PLATES 60 + DAYS - CLASS B TRAFFIC INFRACTION -
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -
42-4-1409(3) FAILURE TO DISPLAY PROOF OF INSURANCE - CLASS 1 TRAFFIC OFFENSE -",,
24M05082,8/10/24,8/10/24,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -
42-4-1301(2)(a) DRIVING UNDER THE INFLUENCE PER SE - UNCLASSIFIED MISDEMEANOR -
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE -",,
24M05083,8/10/24,8/10/24,"42-4-1101(1),(12) SPEEDING 40/MORE OVER LIMIT - CLASS 2 TRAFFIC OFFENSE - DISMISSED 09/20/2024
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - GUILTY 09/20/2024
42-4-1301(2)(a) DRIVING UNDER THE INFLUENCE PER SE - UNCLASSIFIED MISDEMEANOR - DISMISSED 09/20/2024",,
24M05097,8/11/24,8/10/24,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE -",,
24M05105,8/11/24,8/11/24,"42-2-101(1) DRIVER'S LICENSE-DRIVING W/OUT - CLASS A TRAFFIC INFRACTION -
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE -
42-4-1409(2) NO INSURANCE-DRIVER - CLASS 1 TRAFFIC OFFENSE -",,
24M05113,8/11/24,8/11/24,"42-4-1301(1)(a) DUI-ALCOHOL &amp; DRUGS - UNCLASSIFIED MISDEMEANOR -
42-4-603 FAIL OBEY TRAFFIC CONTROL DEVICE - CLASS A TRAFFIC INFRACTION -",,
24M05114,8/11/24,8/11/24,"18-6-401(1),(7)(b)(I) CHILD ABUSE-KNOWINGLY/RECKLESS-NO INJURY      - CLASS 2 MISDEMEANOR -
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE -",,
24M05121,8/12/24,8/11/24,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -
42-4-1602 LEAVING SCENE/ACCIDENT-DAMAGE ONLY - CLASS 2 TRAFFIC OFFENSE -",,
24M05123,8/12/24,8/12/24,"42-4-1301(1)(a), 42-4-1307(5)(b) DUI ALCOHOL (2ND &lt; 5+ YRS) - UNCLASSIFIED MISDEMEANOR -",,
24M05148,8/12/24,8/12/24,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -
42-4-1301(2)(a) DRIVING UNDER THE INFLUENCE PER SE - UNCLASSIFIED MISDEMEANOR -
42-4-1409(2) NO INSURANCE-DRIVER - CLASS 1 TRAFFIC OFFENSE -",,
24M05157,8/13/24,8/13/24,"42-4-1101(1),(12) SPEEDING 25-39 OVER LIMIT - CLASS 2 TRAFFIC OFFENSE -
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -",,
24M05168,8/13/24,8/13/24,"18-6-803.5(1)(a) VIOLATION P/O-CRIMINAL - CLASS 1 MISDEMEANOR -
18-6-803.5(1)(a) VIOLATION P/O-CRIMINAL - CLASS 1 MISDEMEANOR -
18-6-803.5(1)(a) VIOLATION P/O-CRIMINAL - CLASS 1 MISDEMEANOR -
18-6-803.5(1)(a),(2)(a) VIOLATION OF PROTECTION ORDER - CLASS 2 MISDEMEANOR - DISMISSED/AMENDED 09/04/2024
42-2-101(5) DRIVER'S LICENSE-NOT IN POSSESSION - CLASS B TRAFFIC INFRACTION -
42-3-203(3)(a) LICENSE PLATES-EXPIRED TEMP PERMIT - CLASS B TRAFFIC INFRACTION -
42-4-1007(1)(a) LANE USAGE VIOLATION - CLASS A TRAFFIC INFRACTION -
42-4-1301(1)(a) DUI-ALCOHOL &amp; DRUGS - UNCLASSIFIED MISDEMEANOR -
42-4-1409(1) NO INSURANCE - OWNER - CLASS 1 TRAFFIC OFFENSE -",,
24M05169,8/13/24,8/13/24,"42-4-1301(1)(a), 42-4-1307(5)(b) DUI ALCOHOL (2ND &lt; 5+ YRS) - UNCLASSIFIED MISDEMEANOR -
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE -
42-4-1409(3) FAILURE TO DISPLAY PROOF OF INSURANCE - CLASS 1 TRAFFIC OFFENSE -
42-4-1602 LEAVING SCENE/ACCIDENT-DAMAGE ONLY - CLASS 2 TRAFFIC OFFENSE -",,
24M05179,8/13/24,8/13/24,"42-2-138(1)(d)(I) DRIVING UNDER RESTRAINT-ALCOHOL-RELATED - CLASS 2 TRAFFIC OFFENSE -
42-4-1301(1)(a);42-4-1307(6) DUI - 3RD OR SUBSEQUENT ALC RELATED OFFENSE - CLASS 1 MISDEMEANOR -
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE -
42-4-1409(2) NO INSURANCE-DRIVER - CLASS 1 TRAFFIC OFFENSE -
42-4-1602 LEAVING SCENE/ACCIDENT-DAMAGE ONLY - CLASS 2 TRAFFIC OFFENSE -
42-4-1606(1) FAILING TO REPORT ACCIDENT-CALL POLICE        - CLASS 2 TRAFFIC OFFENSE -",,
24M05200,8/15/24,8/14/24,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -
42-4-1301(2)(a) DRIVING UNDER THE INFLUENCE PER SE - UNCLASSIFIED MISDEMEANOR -
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE -
42-4-1409(2) NO INSURANCE-DRIVER - CLASS 1 TRAFFIC OFFENSE -",,
24M05201,8/15/24,8/14/24,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE -",,
24M05258,8/16/24,8/16/24,"42-2-101(1) DRIVER'S LICENSE-DRIVING W/OUT - CLASS A TRAFFIC INFRACTION - DISMISSED 08/17/2024
42-2-138(1)(a) DRIVING UNDER RESTRAINT - CLASS A TRAFFIC INFRACTION - DISMISSED 08/17/2024
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 08/17/2024
42-4-1301(2)(a) DRIVING UNDER THE INFLUENCE PER SE - UNCLASSIFIED MISDEMEANOR - DISMISSED 08/17/2024
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE - DISMISSED 08/17/2024
42-4-1409(1) NO INSURANCE - OWNER - CLASS 1 TRAFFIC OFFENSE - DISMISSED 08/17/2024",,
24M05260,8/16/24,8/16/24,"18-12-106(1)(d) POSSESS GUN - UNDER INFLUENCE - CLASS 1 MISDEMEANOR -
42-2-101(1) DRIVER'S LICENSE-DRIVING W/OUT - CLASS A TRAFFIC INFRACTION -
42-2-138(1)(a) DRIVING UNDER RESTRAINT - CLASS A TRAFFIC INFRACTION -
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -
42-4-1301(2)(a) DRIVING UNDER THE INFLUENCE PER SE - UNCLASSIFIED MISDEMEANOR -
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE -
42-4-1409(1) NO INSURANCE - OWNER - CLASS 1 TRAFFIC OFFENSE -",,
24M05261,8/16/24,8/16/24,"42-4-1103(1) DRIVING TOO SLOWLY - CLASS A TRAFFIC INFRACTION -
42-4-1301(1)(a) DUI-ALCOHOL &amp; DRUGS - UNCLASSIFIED MISDEMEANOR -
42-4-1301(2)(a) DRIVING UNDER THE INFLUENCE PER SE - UNCLASSIFIED MISDEMEANOR -",,
24M05265,8/17/24,8/17/24,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE -
42-4-1409(2) NO INSURANCE-DRIVER - CLASS 1 TRAFFIC OFFENSE -",,
24M05269,8/17/24,8/17/24,"42-4-1101(1),(12) SPEEDING 25-39 OVER LIMIT - CLASS 2 TRAFFIC OFFENSE -
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -
42-4-1409(2) NO INSURANCE-DRIVER - CLASS 1 TRAFFIC OFFENSE -",,
24M05270,8/17/24,8/17/24,"42-2-101(5) DRIVER'S LICENSE-NOT IN POSSESSION - CLASS B TRAFFIC INFRACTION -
42-4-1301(1)(a) DUI-ALCOHOL &amp; DRUGS - UNCLASSIFIED MISDEMEANOR -
42-4-1409(3) FAILURE TO DISPLAY PROOF OF INSURANCE - CLASS 1 TRAFFIC OFFENSE -",,
24M05273,8/17/24,8/17/24,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -
42-4-1401 RECKLESS DRIVING - CLASS 2 TRAFFIC OFFENSE -",,
24M05286,8/17/24,8/17/24,"42-4-1007(1)(a) LANE USAGE VIOLATION - CLASS A TRAFFIC INFRACTION -
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE -
42-4-903 TURNING W/OUT SIGNALING                       - CLASS A TRAFFIC INFRACTION -",,
24M05290,8/18/24,8/17/24,"18-18-403.5(1),(2.5)(a)(II) CONTROLLED SUB-POSS &lt;1G FENTANYL - DRUGS MISDEMEANOR 1 -
42-3-114 EXPIRED LIC PLATES 60 + DAYS - CLASS B TRAFFIC INFRACTION -
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -
42-4-1401 RECKLESS DRIVING - CLASS 2 TRAFFIC OFFENSE -
42-4-1409(2) NO INSURANCE-DRIVER - CLASS 1 TRAFFIC OFFENSE -
42-4-1602 LEAVING SCENE/ACCIDENT-DAMAGE ONLY - CLASS 2 TRAFFIC OFFENSE -",,
24M05295,8/18/24,8/18/24,"42-4-1301(1)(a) DUI-ALCOHOL &amp; DRUGS - UNCLASSIFIED MISDEMEANOR -
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE -
42-4-1409(3) FAILURE TO DISPLAY PROOF OF INSURANCE - CLASS 1 TRAFFIC OFFENSE -",,
24M05298,8/18/24,8/18/24,"42-2-101(1) DRIVER'S LICENSE-DRIVING W/OUT - CLASS A TRAFFIC INFRACTION -
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE -
42-4-1409(3) FAILURE TO DISPLAY PROOF OF INSURANCE - CLASS 1 TRAFFIC OFFENSE -",,
24M05299,8/18/24,8/18/24,"42-2-101(1) DRIVER'S LICENSE-DRIVING W/OUT - CLASS A TRAFFIC INFRACTION -
42-2-138(1)(d)(I) DRIVING UNDER RESTRAINT-ALCOHOL-RELATED - CLASS 2 TRAFFIC OFFENSE -
42-4-1301(1)(a), 42-4-1307(5)(b) DUI ALCOHOL (2ND &lt; 5+ YRS) - UNCLASSIFIED MISDEMEANOR -
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE -
42-4-1409(2) NO INSURANCE-DRIVER - CLASS 1 TRAFFIC OFFENSE -
42-4-604(1)(c)(I) RED LIGHT-FAIL TO STOP                        - CLASS A TRAFFIC INFRACTION -",,
24M05308,8/18/24,8/18/24,"42-3-121(1)(c) REGISTRATION-MISUSE OF PLATES - CLASS B TRAFFIC INFRACTION -
42-4-1301(1)(a) DUI-DRUGS - UNCLASSIFIED MISDEMEANOR -
42-4-1301(1)(a), 42-4-1307(5)(b) DUI DRUGS (2ND &lt; 5+ YRS) - UNCLASSIFIED MISDEMEANOR -
42-4-1301(1)(a);42-4-1307(6) DUI - 3RD OR SUBSEQUENT ALC RELATED OFFENSE - CLASS 1 MISDEMEANOR -
42-4-1401 RECKLESS DRIVING - CLASS 2 TRAFFIC OFFENSE -",,
24CR04835,8/19/24,8/13/24,"18-3-205(1)(b) VEHICULAR ASSAULT-DUI                         - CLASS 4 FELONY -
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE -",BND OVER DC NO PH ENTITLEMENT,9/9/24
24CR04911,8/19/24,8/16/24,"42-4-1301(1)(a) DUI-3+ PRIOR CONVICTIONS - CLASS 4 FELONY -
42-4-1301(2)(a) DUI PER SE-3+ PRIOR CONVICTIONS - CLASS 4 FELONY -",BOUND OVER TO DISTRICT COURT,8/20/24
24M05314,8/19/24,8/19/24,42-4-1301(1)(a) DUI-DRUGS - UNCLASSIFIED MISDEMEANOR -,,
24M05316,8/19/24,8/19/24,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -
42-4-1301(2)(a) DRIVING UNDER THE INFLUENCE PER SE - UNCLASSIFIED MISDEMEANOR -
42-4-1305 ALCOHOL-OPEN CONTAINER/DRINK IN VEHICLE - CLASS A TRAFFIC INFRACTION -
42-4-1409(3) FAILURE TO DISPLAY PROOF OF INSURANCE - CLASS 1 TRAFFIC OFFENSE -
42-4-702 FAIL TO YIELD RIGHT OF WAY/LEFT TURN          - CLASS A TRAFFIC INFRACTION -",,
24M05317,8/19/24,8/19/24,"42-4-1007(1)(a) LANE USAGE VIOLATION - CLASS A TRAFFIC INFRACTION -
42-4-1103(1) DRIVING TOO SLOWLY - CLASS A TRAFFIC INFRACTION -
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -",,
24M05318,8/19/24,8/19/24,"42-2-106 DRIVER'S LICENSE-INSTRUCTION PERMIT VIOL - CLASS A TRAFFIC INFRACTION -
42-4-1301(1)(a) DUI-ALCOHOL &amp; DRUGS - UNCLASSIFIED MISDEMEANOR -
42-4-1305 ALCOHOL-OPEN CONTAINER/DRINK IN VEHICLE - CLASS A TRAFFIC INFRACTION -
42-4-1409(1) NO INSURANCE - OWNER - CLASS 1 TRAFFIC OFFENSE -",,
24M05338,8/19/24,8/19/24,42-4-1301(1)(a) DUI-ALCOHOL &amp; DRUGS - UNCLASSIFIED MISDEMEANOR -,,
24M05356,8/19/24,8/19/24,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -
42-4-1301(2)(a) DRIVING UNDER THE INFLUENCE PER SE - UNCLASSIFIED MISDEMEANOR -
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE -",,
24M05357,8/20/24,8/20/24,42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -,,
24CR04881,8/21/24,8/16/24,42-4-1301(1)(a) DUI-3+ PRIOR CONVICTIONS - CLASS 4 FELONY -,,
24M05390,8/21/24,8/21/24,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE -",,
24M05455,8/24/24,8/23/24,"42-2-101(1) DRIVER'S LICENSE-DRIVING W/OUT - CLASS A TRAFFIC INFRACTION -
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE -
42-4-1409(2) NO INSURANCE-DRIVER - CLASS 1 TRAFFIC OFFENSE -
42-4-1602 LEAVING SCENE/ACCIDENT-DAMAGE ONLY - CLASS 2 TRAFFIC OFFENSE -
42-4-1606(1) FAILING TO REPORT ACCIDENT-CALL POLICE        - CLASS 2 TRAFFIC OFFENSE -",,
24M05457,8/24/24,8/24/24,"42-4-1007(1)(a) LANE USAGE VIOLATION - CLASS A TRAFFIC INFRACTION -
42-4-1103(1) DRIVING TOO SLOWLY - CLASS A TRAFFIC INFRACTION -
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -
42-4-1301(2)(a) DRIVING UNDER THE INFLUENCE PER SE - UNCLASSIFIED MISDEMEANOR -",,
24M05472,8/25/24,8/24/24,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR - DISMISSED 10/29/2024
42-4-1301(1)(b) DRIVING WHILE ABILITY IMPARED - UNCLASSIFIED MISDEMEANOR - GUILTY/AMENDED 10/29/2024",,
24M05473,8/25/24,8/24/24,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -
42-4-1301(2)(a) DRIVING UNDER THE INFLUENCE PER SE - UNCLASSIFIED MISDEMEANOR -
42-4-1402(1),(2)(b) CARELESS DRIVING RESULTING IN INJURY - CLASS 1 TRAFFIC OFFENSE -
42-4-1409(2) NO INSURANCE-DRIVER - CLASS 1 TRAFFIC OFFENSE -",,
24M05474,8/25/24,8/24/24,"18-6-803.5(1)(a),(2)(a) VIOLATION OF PROTECTION ORDER - CLASS 2 MISDEMEANOR -
18-8-111 FALSE REPORTING TO AUTHORITIES - CLASS 3 MISDEMEANOR -
42-2-206(1)(a) DRIVING AFTER REVOCATION PROHIBITED  - CLASS 2 TRAFFIC OFFENSE -
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -
42-4-1301(2)(a) DRIVING UNDER THE INFLUENCE PER SE - UNCLASSIFIED MISDEMEANOR -
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE -",,
24M05477,8/25/24,8/25/24,"42-4-1301(1)(a) DUI-ALCOHOL &amp; DRUGS - UNCLASSIFIED MISDEMEANOR -
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE -
42-4-703(3) STOP SIGN-FAIL TO STOP - CLASS A TRAFFIC INFRACTION -
42-7-422 DRIVING UNDER FRA SUSPENSION - CLASS A TRAFFIC INFRACTION -",,
24M05478,8/25/24,8/25/24,42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -,,
24M05482,8/25/24,8/25/24,"42-4-1007(1)(a) LANE USAGE VIOLATION - CLASS A TRAFFIC INFRACTION -
42-4-1301(1)(a), 42-4-1307(5) DUI DRUGS (2ND &gt; 5+ YRS) - UNCLASSIFIED MISDEMEANOR -
42-4-1301(2)(a) DRIVING UNDER THE INFLUENCE PER SE - UNCLASSIFIED MISDEMEANOR -",,
24M05483,8/25/24,8/25/24,"42-2-138(1)(d)(I) DRIVING UNDER RESTRAINT-ALCOHOL-RELATED - CLASS 2 TRAFFIC OFFENSE -
42-4-1301(1)(a), 42-4-1307(5) DUI ALCOHOL (2ND &gt; 5+ YRS) - UNCLASSIFIED MISDEMEANOR -
42-4-1409(3) FAILURE TO DISPLAY PROOF OF INSURANCE - CLASS 1 TRAFFIC OFFENSE -",,
24M05484,8/25/24,8/25/24,"42-2-101(1) DRIVER'S LICENSE-DRIVING W/OUT - CLASS A TRAFFIC INFRACTION -
42-4-1103(1) DRIVING TOO SLOWLY - CLASS A TRAFFIC INFRACTION -
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -
42-4-1409(3) FAILURE TO DISPLAY PROOF OF INSURANCE - CLASS 1 TRAFFIC OFFENSE -",,
24M05486,8/25/24,8/25/24,42-4-1301(1)(a) DUI-ALCOHOL &amp; DRUGS - UNCLASSIFIED MISDEMEANOR -,,
24M05523,8/27/24,8/26/24,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE -",,
24M05525,8/27/24,8/26/24,"42-4-107 DISOBEY POLICE OFFICER - CLASS 2 TRAFFIC OFFENSE -
42-4-1301(1)(a), 42-4-1307(5) DUI ALCOHOL (2ND &gt; 5+ YRS) - UNCLASSIFIED MISDEMEANOR -
42-4-1301(2)(a) DRIVING UNDER THE INFLUENCE PER SE - UNCLASSIFIED MISDEMEANOR -
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE -",,
24M05544,8/27/24,8/27/24,"42-4-1008(1) FOLLOWING TOO CLOSELY - CLASS A TRAFFIC INFRACTION -
42-4-1301(1)(a) DUI-ALCOHOL &amp; DRUGS - UNCLASSIFIED MISDEMEANOR -
42-4-1409(3) FAILURE TO DISPLAY PROOF OF INSURANCE - CLASS 1 TRAFFIC OFFENSE -",,
24M05584,8/29/24,8/29/24,"42-4-1301(1)(a), 42-4-1307(5)(b) DUI ALCOHOL (2ND &lt; 5+ YRS) - UNCLASSIFIED MISDEMEANOR -
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE -
42-4-1409(1) NO INSURANCE - OWNER - CLASS 1 TRAFFIC OFFENSE -",,
24M05601,8/30/24,8/29/24,"42-2-101(1) DRIVER'S LICENSE-DRIVING W/OUT - CLASS A TRAFFIC INFRACTION -
42-4-1103(1) DRIVING TOO SLOWLY - CLASS A TRAFFIC INFRACTION -
42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -
42-4-1301(2)(a) DRIVING UNDER THE INFLUENCE PER SE - UNCLASSIFIED MISDEMEANOR -",,
24M05603,8/30/24,8/29/24,"42-4-1007(1)(a) LANE USAGE VIOLATION - CLASS A TRAFFIC INFRACTION -
42-4-1301(1)(a) DUI-ALCOHOL &amp; DRUGS - UNCLASSIFIED MISDEMEANOR -
42-4-1301(2)(a) DUI PER SE-ALCOHOL &amp; DRUGS - UNCLASSIFIED MISDEMEANOR -
42-4-1409(2) NO INSURANCE-DRIVER - CLASS 1 TRAFFIC OFFENSE -",,
24M05606,8/30/24,8/30/24,"18-12-106(1)(d) POSSESS GUN - UNDER INFLUENCE - CLASS 1 MISDEMEANOR -
42-4-1301(1)(a) DUI-ALCOHOL &amp; DRUGS - UNCLASSIFIED MISDEMEANOR -",,
24M05607,8/30/24,8/30/24,"42-4-1301(1)(a), 42-4-1307(5)(b) DUI ALCOHOL (2ND &lt; 5+ YRS) - UNCLASSIFIED MISDEMEANOR -
42-4-1301(2)(a) DRIVING UNDER THE INFLUENCE PER SE - UNCLASSIFIED MISDEMEANOR -
42-4-1402(1),(2)(a) CARELESS DRIVING - CLASS 2 TRAFFIC OFFENSE -",,
24M05608,8/30/24,8/30/24,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -
42-4-1402(1),(2)(b) CARELESS DRIVING RESULTING IN INJURY - CLASS 1 TRAFFIC OFFENSE -
42-4-1409(3) FAILURE TO DISPLAY PROOF OF INSURANCE - CLASS 1 TRAFFIC OFFENSE -
42-4-1602 LEAVING SCENE/ACCIDENT-DAMAGE ONLY - CLASS 2 TRAFFIC OFFENSE -",,
24M05609,8/30/24,8/30/24,"42-4-1301(1)(a) DRIVING UNDER THE INFLUENCE - UNCLASSIFIED MISDEMEANOR -
42-4-1409(3) FAILURE TO DISPLAY PROOF OF INSURANCE - CLASS 1 TRAFFIC OFFENSE -
42-4-702 FAIL TO YIELD RIGHT OF WAY/LEFT TURN          - CLASS A TRAFFIC INFRACTION -",,
